timestamp,client_id,op_type,count,max,min,avg,50p,90p,99p,99.9p
1731296584312,1,INSERT,502,105.98,52.96,62.40,60.58,71.17,78.78,87.10
1731296584312,2,INSERT,251,84.80,58.14,64.63,64.22,69.31,74.05,84.80
1731296584312,3,INSERT,5,94.53,81.98,89.31,90.37,94.53,94.53,94.53
1731296584815,0,INSERT,1187,807.42,51.39,59.77,56.86,67.97,85.12,178.94
1731296584815,1,INSERT,503,102.91,52.58,59.33,58.78,64.61,71.61,84.67
1731296584815,2,INSERT,252,121.86,53.41,65.30,64.38,70.72,94.14,121.86
1731296584815,3,INSERT,5,108.99,90.75,101.28,102.27,108.99,108.99,108.99
1731296585318,0,INSERT,1197,831.49,51.10,59.07,56.77,66.05,80.38,94.33
1731296585318,1,INSERT,503,67.52,51.78,57.03,56.70,60.19,65.06,67.33
1731296585318,2,INSERT,252,72.58,53.28,60.48,60.26,65.31,70.21,72.58
1731296585318,3,INSERT,5,108.61,86.02,93.51,92.61,108.61,108.61,108.61
1731296585822,0,INSERT,1238,734.72,51.68,58.46,57.12,61.70,78.66,136.06
1731296585822,1,INSERT,503,171.26,52.64,59.62,58.62,63.10,73.92,115.71
1731296585822,2,INSERT,251,94.02,55.39,61.95,61.15,66.17,76.29,94.02
1731296585822,3,INSERT,5,119.30,86.08,95.96,91.07,119.30,119.30,119.30
1731296586325,0,INSERT,1191,860.16,51.20,59.14,56.26,64.73,83.39,795.65
1731296586325,1,INSERT,503,67.90,52.93,58.51,58.21,62.30,66.17,67.78
1731296586325,2,INSERT,252,75.01,53.86,61.05,60.90,65.15,69.95,75.01
1731296586325,3,INSERT,5,91.07,79.23,87.05,87.42,91.07,91.07,91.07
1731296586828,0,INSERT,1258,95.10,51.30,56.72,56.26,60.41,66.94,77.44
1731296586828,1,INSERT,503,95.74,52.45,61.32,60.99,65.98,71.81,95.04
1731296586828,2,INSERT,251,104.51,54.85,61.82,61.22,66.17,71.55,104.51
1731296586828,3,INSERT,5,108.16,84.93,93.50,92.61,108.16,108.16,108.16
1731296587331,0,INSERT,1257,78.46,51.20,57.79,57.28,61.79,67.33,75.45
1731296587331,1,INSERT,502,86.53,53.66,60.05,59.77,64.06,69.25,73.53
1731296587331,2,INSERT,251,86.72,56.38,62.49,62.02,66.81,70.72,86.72
1731296587331,3,INSERT,5,85.63,79.68,82.23,81.34,85.63,85.63,85.63
1731296587834,0,INSERT,1175,174.08,51.04,60.00,57.47,69.12,89.41,143.62
1731296587834,1,INSERT,503,115.58,53.70,60.19,59.10,65.25,80.70,104.25
1731296587834,2,INSERT,252,103.04,54.91,62.24,60.93,67.97,79.94,103.04
1731296587834,3,INSERT,5,129.92,87.68,105.89,99.90,129.92,129.92,129.92
1731296588337,0,INSERT,1256,203.52,51.94,58.84,58.17,62.91,68.29,81.09
1731296588337,1,INSERT,502,114.62,54.08,60.63,60.09,64.58,71.68,78.59
1731296588337,2,INSERT,251,77.18,54.46,62.81,62.49,67.52,70.59,77.18
1731296588337,3,INSERT,5,123.71,99.33,111.93,108.80,123.71,123.71,123.71
1731296588840,0,INSERT,1209,706.05,51.74,60.08,58.11,64.70,85.12,173.57
1731296588840,1,INSERT,502,114.50,52.90,59.25,58.88,63.62,70.97,74.17
1731296588840,2,INSERT,251,112.51,54.59,64.94,63.45,71.94,98.24,112.51
1731296588840,3,INSERT,5,121.79,97.86,109.00,105.92,121.79,121.79,121.79
1731296589343,0,INSERT,1161,1296.38,51.42,62.62,57.70,69.38,85.31,817.15
1731296589343,1,INSERT,502,1396.73,51.74,61.42,57.41,62.40,68.35,388.10
1731296589343,2,INSERT,251,80.32,55.14,62.59,61.76,67.71,73.79,80.32
1731296589343,3,INSERT,5,102.40,96.90,99.26,99.58,102.40,102.40,102.40
1731296589846,0,INSERT,3399,156.03,50.05,55.01,53.95,59.01,73.34,98.30
1731296589846,1,INSERT,503,95.74,52.90,59.76,59.20,63.94,70.27,94.02
1731296589846,2,INSERT,251,102.46,55.07,63.29,62.34,67.90,76.22,102.46
1731296589846,3,INSERT,5,120.19,95.68,108.79,112.00,120.19,120.19,120.19
1731296590349,0,INSERT,4525,822.27,49.76,57.15,53.82,64.89,81.86,157.31
1731296590349,1,INSERT,503,82.43,53.18,59.45,58.88,64.22,69.89,78.85
1731296590349,2,INSERT,252,96.77,55.71,61.94,61.31,65.66,73.28,96.77
1731296590349,3,INSERT,6,104.00,89.34,95.87,95.17,98.56,104.00,104.00
1731296590852,0,INSERT,4487,835.58,49.86,58.12,54.59,66.94,85.57,145.92
1731296590852,1,INSERT,503,105.41,52.48,59.53,58.56,65.02,76.09,98.94
1731296590852,2,INSERT,251,100.93,55.65,63.38,62.17,70.40,79.61,100.93
1731296590852,3,INSERT,5,102.72,94.34,98.81,100.48,102.72,102.72,102.72
1731296591355,0,INSERT,4516,848.38,50.11,56.77,53.76,63.58,79.55,759.81
1731296591355,1,INSERT,503,78.78,53.09,61.77,60.90,68.86,76.61,77.82
1731296591355,2,INSERT,252,77.06,54.37,61.31,60.90,66.75,70.78,77.06
1731296591355,3,INSERT,5,119.23,94.98,101.57,97.15,119.23,119.23,119.23
1731296591858,0,INSERT,4506,1314.82,49.89,57.20,54.14,64.77,81.73,150.78
1731296591858,1,INSERT,503,133.50,53.70,67.57,66.88,76.03,97.22,122.11
1731296591858,2,INSERT,251,308.22,55.87,66.64,63.65,75.45,102.02,308.22
1731296591858,3,INSERT,5,138.62,101.63,118.89,114.75,138.62,138.62,138.62
1731296592361,0,INSERT,4340,1204.22,50.05,58.60,56.32,66.11,84.03,207.49
1731296592361,1,INSERT,503,172.80,58.82,67.89,66.75,74.75,84.22,86.40
1731296592361,2,INSERT,252,87.23,58.27,66.18,65.31,72.06,80.38,87.23
1731296592361,3,INSERT,5,118.72,89.79,100.77,90.50,118.72,118.72,118.72
1731296592864,0,INSERT,4424,1146.88,50.18,62.55,59.36,69.95,90.88,844.80
1731296592864,1,INSERT,503,88.32,58.24,65.33,64.38,71.17,82.11,85.44
1731296592864,2,INSERT,251,92.67,53.54,64.29,63.71,72.70,79.87,92.67
1731296592864,3,INSERT,5,116.61,93.70,104.68,101.95,116.61,116.61,116.61
1731296593367,0,INSERT,3492,3926.01,50.11,706.30,675.33,1451.01,2568.19,3354.62
1731296593367,1,INSERT,502,1810.43,57.70,405.04,214.40,1086.46,1348.61,1557.50
1731296593367,2,INSERT,252,1520.64,54.75,443.76,288.77,1084.41,1239.04,1520.64
1731296593367,3,INSERT,5,1069.06,88.77,635.41,775.68,1069.06,1069.06,1069.06
1731296593870,0,INSERT,4230,3952.64,49.95,122.61,53.95,74.17,1451.01,2807.81
1731296593870,1,INSERT,504,1747.97,61.15,113.92,69.18,87.04,1101.82,1357.82
1731296593870,2,INSERT,251,1175.55,55.78,98.70,62.78,74.43,859.13,1175.55
1731296593870,3,INSERT,5,116.54,94.46,102.97,98.37,116.54,116.54,116.54
1731296594373,0,INSERT,3531,4059.14,50.37,658.84,634.37,1420.29,2500.61,2959.36
1731296594373,1,INSERT,502,1654.78,53.76,378.03,195.58,1068.03,1526.78,1616.89
1731296594373,2,INSERT,252,1845.25,56.32,443.95,142.46,1145.86,1522.69,1845.25
1731296594373,3,INSERT,5,1083.39,93.25,454.43,302.85,1083.39,1083.39,1083.39
1731296594876,0,INSERT,3332,147849.21,49.98,35645.67,951.29,114032.64,128385.02,131268.61
1731296594876,1,INSERT,501,128385.02,53.44,18422.91,220.41,83099.65,123863.04,127598.59
1731296594876,2,INSERT,250,128319.49,55.68,17624.67,256.00,80150.53,122617.85,128319.49
1731296594876,3,INSERT,5,54755.33,92.86,11182.01,119.81,54755.33,54755.33,54755.33
1731296595380,0,INSERT,3815,5525.50,50.05,473.35,65.44,1321.98,2455.55,3774.46
1731296595380,1,INSERT,503,1708.03,54.24,300.10,69.95,934.91,1390.59,1594.37
1731296595380,2,INSERT,251,1699.84,54.82,322.37,74.50,976.89,1368.06,1699.84
1731296595380,3,INSERT,5,457.98,85.06,183.16,94.21,457.98,457.98,457.98
1731296595883,0,INSERT,1873,3831.81,50.91,549.06,151.68,1415.17,2260.99,3379.20
1731296595883,1,INSERT,503,1829.89,52.80,213.03,61.25,843.77,1238.02,1375.23
1731296595883,2,INSERT,252,1362.94,55.84,191.05,65.22,701.95,1201.15,1362.94
1731296595883,3,INSERT,5,1454.08,103.17,378.65,107.78,1454.08,1454.08,1454.08
1731296596386,0,INSERT,1156,807.42,51.68,61.17,58.21,69.25,87.17,178.56
1731296596386,1,INSERT,502,85.12,52.35,60.67,60.00,66.05,73.86,84.93
1731296596386,2,INSERT,251,150.01,55.33,64.54,63.55,71.42,83.78,150.01
1731296596386,3,INSERT,5,100.29,89.02,93.79,92.09,100.29,100.29,100.29
1731296596890,0,INSERT,1157,839.17,52.19,61.96,58.91,71.36,90.37,151.29
1731296596890,1,INSERT,503,71.49,52.35,57.89,57.38,62.37,68.73,70.46
1731296596890,2,INSERT,251,109.38,56.42,66.01,65.73,72.58,80.89,109.38
1731296596890,3,INSERT,5,98.56,84.93,92.14,92.22,98.56,98.56,98.56
1731296597393,0,INSERT,1216,871.42,51.62,60.24,58.49,64.64,83.07,127.81
1731296597393,1,INSERT,503,104.58,53.28,59.69,58.91,63.94,71.30,81.15
1731296597393,2,INSERT,252,115.07,57.25,68.10,67.78,74.50,87.49,115.07
1731296597393,3,INSERT,5,118.85,91.58,100.19,96.25,118.85,118.85,118.85
1731296597896,0,INSERT,1193,775.17,51.55,62.03,58.98,70.46,96.77,193.66
1731296597896,1,INSERT,503,103.68,52.64,59.59,58.75,64.32,78.27,102.53
1731296597896,2,INSERT,251,110.78,56.10,66.01,64.83,72.38,83.01,110.78
1731296597896,3,INSERT,5,129.73,111.36,118.71,117.69,129.73,129.73,129.73
1731296598399,0,INSERT,1236,104.83,51.78,58.26,56.80,64.86,80.70,98.62
1731296598399,1,INSERT,503,107.26,53.12,60.67,59.36,67.20,78.66,100.22
1731296598399,2,INSERT,252,115.07,55.58,65.57,65.44,70.97,86.72,115.07
1731296598399,3,INSERT,5,119.49,94.40,110.65,112.58,119.49,119.49,119.49
1731296598902,0,INSERT,1257,103.10,51.26,59.06,57.92,65.09,73.22,100.42
1731296598902,1,INSERT,503,126.91,54.14,66.87,65.86,75.71,91.01,122.30
1731296598902,2,INSERT,251,109.69,56.74,68.38,67.39,74.62,98.75,109.69
1731296598902,3,INSERT,5,119.30,95.04,104.77,97.98,119.30,119.30,119.30
1731296599405,0,INSERT,1209,1358.85,51.84,60.22,57.47,65.47,79.61,327.42
1731296599405,1,INSERT,503,1427.45,53.92,70.42,66.56,75.78,83.58,448.25
1731296599405,2,INSERT,251,626.17,56.64,69.39,67.14,74.17,82.81,626.17
1731296599405,3,INSERT,5,98.37,91.07,94.87,95.10,98.37,98.37,98.37
1731296599908,0,INSERT,1232,129.09,50.72,59.32,58.24,64.77,82.69,104.00
1731296599908,1,INSERT,503,119.23,54.75,66.70,66.69,76.09,86.14,97.98
1731296599908,2,INSERT,251,108.54,56.67,67.44,66.88,74.62,84.80,108.54
1731296599908,3,INSERT,5,122.17,98.94,107.96,105.53,122.17,122.17,122.17
1731296600411,0,INSERT,1235,172.16,51.46,59.34,58.21,64.99,80.45,92.03
1731296600411,1,INSERT,503,85.18,59.68,68.87,68.54,74.17,80.25,83.78
1731296600411,2,INSERT,252,98.50,57.38,68.63,68.48,75.07,81.98,98.50
1731296600411,3,INSERT,5,99.78,89.98,94.68,94.08,99.78,99.78,99.78
1731296600915,0,INSERT,1187,194.94,51.81,60.48,58.34,68.03,87.36,121.53
1731296600915,1,INSERT,503,125.57,54.08,63.73,63.26,70.21,77.69,118.78
1731296600915,2,INSERT,251,88.45,55.84,65.28,65.66,71.61,77.06,88.45
1731296600915,3,INSERT,5,112.13,93.06,99.14,95.94,112.13,112.13,112.13
1731296601417,0,INSERT,1172,119.36,51.10,62.77,60.67,73.53,97.34,111.17
1731296601417,1,INSERT,502,108.22,52.26,60.35,59.49,66.62,77.38,99.20
1731296601417,2,INSERT,251,111.17,57.06,68.25,67.14,75.78,98.50,111.17
1731296601417,3,INSERT,5,116.09,91.26,105.15,102.59,116.09,116.09,116.09
1731296601921,0,INSERT,1257,125.12,51.14,57.13,56.58,60.86,67.33,96.45
1731296601921,1,INSERT,503,96.25,54.11,61.35,60.58,66.69,79.42,95.87
1731296601921,2,INSERT,252,84.35,55.36,66.86,66.94,72.32,79.94,84.35
1731296601921,3,INSERT,5,127.55,94.78,111.71,114.37,127.55,127.55,127.55
1731296602424,0,INSERT,1257,85.50,51.46,57.53,57.12,61.28,66.81,78.78
1731296602424,1,INSERT,503,70.72,52.35,59.88,59.74,63.97,67.65,70.33
1731296602424,2,INSERT,251,103.36,57.63,67.65,67.33,73.47,79.10,103.36
1731296602424,3,INSERT,5,127.04,89.02,100.77,95.94,127.04,127.04,127.04
1731296602927,0,INSERT,1165,837.63,51.20,59.99,57.18,68.16,82.81,105.02
1731296602927,1,INSERT,503,176.90,52.19,59.33,58.30,63.20,75.33,135.81
1731296602927,2,INSERT,252,104.19,56.83,65.87,65.09,71.68,87.30,104.19
1731296602927,3,INSERT,5,112.83,89.02,103.51,105.34,112.83,112.83,112.83
1731296603430,0,INSERT,1165,843.77,51.84,62.19,58.08,69.76,84.93,837.12
1731296603430,1,INSERT,503,196.86,51.90,60.51,59.30,65.98,76.86,96.96
1731296603430,2,INSERT,251,107.52,53.89,62.74,62.11,68.73,80.89,107.52
1731296603430,3,INSERT,5,112.25,84.67,96.68,93.69,112.25,112.25,112.25
1731296603933,0,INSERT,1256,107.90,52.00,59.14,58.24,63.71,79.30,103.23
1731296603933,1,INSERT,502,108.16,53.86,59.95,59.49,64.03,73.22,89.28
1731296603933,2,INSERT,251,92.29,55.01,59.96,59.62,64.58,71.68,92.29
1731296603933,3,INSERT,5,126.14,94.78,104.12,98.69,126.14,126.14,126.14
1731296604436,0,INSERT,1191,158.59,51.46,61.05,58.85,69.38,90.62,106.69
1731296604436,1,INSERT,502,170.88,51.78,58.96,58.72,63.26,68.54,70.78
1731296604436,2,INSERT,251,103.23,53.47,60.32,59.74,64.13,71.10,103.23
1731296604436,3,INSERT,5,99.01,92.67,95.85,96.38,99.01,99.01,99.01
1731296604939,0,INSERT,1165,106.30,51.42,60.37,57.92,70.59,88.32,99.45
1731296604939,1,INSERT,502,76.35,51.26,60.65,60.90,67.20,72.19,73.98
1731296604939,2,INSERT,252,96.32,54.34,60.56,59.36,65.92,77.63,96.32
1731296604939,3,INSERT,5,102.21,85.89,92.50,91.71,102.21,102.21,102.21
1731296605442,0,INSERT,1251,421.63,51.87,58.22,57.22,62.49,69.76,83.84
1731296605442,1,INSERT,503,108.29,53.82,61.56,60.64,67.26,76.22,107.65
1731296605442,2,INSERT,251,75.78,54.98,61.72,61.57,66.75,70.33,75.78
1731296605442,3,INSERT,5,126.14,90.18,99.21,92.99,126.14,126.14,126.14
1731296605946,0,INSERT,1221,1316.86,51.36,59.98,57.31,66.11,81.34,101.50
1731296605946,1,INSERT,503,1386.49,53.70,64.15,60.09,65.73,80.32,376.06
1731296605946,2,INSERT,252,105.34,55.52,64.71,63.81,71.23,83.33,105.34
1731296605946,3,INSERT,5,138.37,100.99,118.32,122.94,138.37,138.37,138.37
1731296606449,0,INSERT,1212,105.41,50.98,58.55,57.02,64.96,83.78,93.63
1731296606449,1,INSERT,503,107.39,53.31,62.00,60.67,69.31,78.02,92.42
1731296606449,2,INSERT,251,97.92,55.14,62.18,61.47,66.81,77.31,97.92
1731296606449,3,INSERT,6,124.29,90.88,100.69,94.08,106.37,124.29,124.29
1731296606952,0,INSERT,1257,183.29,51.46,59.14,57.98,65.12,74.50,111.94
1731296606952,1,INSERT,503,113.73,53.28,62.94,61.44,70.02,80.70,112.19
1731296606952,2,INSERT,251,94.46,57.54,63.54,62.94,68.48,73.22,94.46
1731296606952,3,INSERT,5,101.18,92.99,95.92,94.08,101.18,101.18,101.18
1731296607455,0,INSERT,1250,190.72,51.97,58.08,56.93,62.40,76.35,120.64
1731296607455,1,INSERT,502,107.14,54.37,63.38,62.49,69.82,78.78,84.35
1731296607455,2,INSERT,251,113.60,56.61,62.87,62.53,66.94,74.69,113.60
1731296607455,3,INSERT,5,114.05,90.50,97.89,94.72,114.05,114.05,114.05
1731296607958,0,INSERT,1179,826.37,51.68,64.72,61.18,75.71,95.94,770.05
1731296607958,1,INSERT,502,106.69,53.76,63.42,63.39,70.33,77.95,85.06
1731296607958,2,INSERT,251,77.76,54.05,61.01,60.45,65.02,71.42,77.76
1731296607958,3,INSERT,5,100.67,90.94,95.51,95.49,100.67,100.67,100.67
1731296608461,0,INSERT,1209,162.94,51.71,59.95,57.73,68.03,88.64,113.86
1731296608461,1,INSERT,503,106.94,53.41,64.78,64.25,71.30,82.69,100.03
1731296608461,2,INSERT,251,107.65,56.74,63.99,63.20,71.17,75.84,107.65
1731296608461,3,INSERT,5,123.39,96.64,108.46,104.77,123.39,123.39,123.39
1731296608964,0,INSERT,1220,97.09,52.38,59.86,58.53,66.11,82.11,92.48
1731296608964,1,INSERT,503,603.13,53.18,62.11,60.09,67.14,74.81,85.06
1731296608964,2,INSERT,251,77.63,55.42,62.88,62.37,68.80,74.05,77.63
1731296608964,3,INSERT,5,121.41,98.43,109.04,108.03,121.41,121.41,121.41
1731296609467,0,INSERT,1171,824.83,51.71,60.89,58.14,69.31,85.12,143.62
1731296609467,1,INSERT,503,183.42,52.64,59.36,58.43,63.10,71.68,101.31
1731296609467,2,INSERT,251,111.74,54.78,62.55,61.50,68.99,76.86,111.74
1731296609467,3,INSERT,5,117.57,96.26,104.01,102.78,117.57,117.57,117.57
1731296609970,0,INSERT,1257,101.76,51.78,57.64,57.15,61.22,66.37,80.06
1731296609970,1,INSERT,503,80.89,53.06,60.17,59.90,64.25,68.22,70.91
1731296609970,2,INSERT,251,99.33,56.38,64.12,63.71,68.35,77.06,99.33
1731296609970,3,INSERT,5,110.14,97.66,101.10,99.20,110.14,110.14,110.14
1731296610473,0,INSERT,1258,90.88,51.65,57.99,57.44,61.82,67.71,79.61
1731296610473,1,INSERT,503,112.45,53.92,60.50,59.94,64.51,72.32,83.39
1731296610473,2,INSERT,252,139.39,56.64,64.88,63.42,68.93,87.94,139.39
1731296610473,3,INSERT,5,124.54,91.65,101.36,95.42,124.54,124.54,124.54
1731296610977,0,INSERT,1193,758.27,51.10,61.71,58.91,70.02,91.20,174.46
1731296610977,1,INSERT,503,189.44,53.09,61.60,60.64,66.37,76.42,108.09
1731296610977,2,INSERT,251,101.25,53.31,61.35,60.51,65.86,75.39,101.25
1731296610977,3,INSERT,5,122.11,92.22,103.58,97.98,122.11,122.11,122.11
1731296611480,0,INSERT,1156,111.68,51.55,61.80,59.26,73.22,90.75,100.42
1731296611480,1,INSERT,503,109.06,53.63,62.22,60.96,69.95,76.16,106.43
1731296611480,2,INSERT,252,134.53,52.42,63.99,60.16,76.93,91.52,134.53
1731296611480,3,INSERT,5,123.78,90.88,102.84,93.18,123.78,123.78,123.78
1731296611983,0,INSERT,1254,1014.78,51.49,57.92,56.54,60.70,72.70,83.14
1731296611983,1,INSERT,503,112.13,55.87,68.30,68.16,73.15,79.36,92.42
1731296611983,2,INSERT,252,180.74,53.79,61.40,59.84,66.05,78.21,180.74
1731296611983,3,INSERT,5,142.85,96.32,108.03,101.63,142.85,142.85,142.85
1731296612486,0,INSERT,1185,871.93,51.52,61.48,57.28,65.66,85.50,836.10
1731296612486,1,INSERT,503,116.80,59.71,67.42,66.62,72.45,78.97,116.67
1731296612486,2,INSERT,251,572.41,53.92,65.49,60.13,69.25,113.66,572.41
1731296612486,3,INSERT,5,91.84,83.52,87.71,87.87,91.84,91.84,91.84
1731296612989,0,INSERT,1161,747.01,51.23,60.99,58.05,69.76,89.15,106.88
1731296612989,1,INSERT,503,84.48,52.32,59.56,58.14,66.11,72.38,77.76
1731296612989,2,INSERT,251,127.55,56.16,63.97,62.17,69.31,89.34,127.55
1731296612989,3,INSERT,5,111.10,85.12,92.19,87.74,111.10,111.10,111.10
1731296613492,0,INSERT,1250,100.48,51.49,57.34,56.48,61.53,73.22,88.64
1731296613492,1,INSERT,503,92.80,53.15,59.47,59.04,62.85,69.82,80.51
1731296613492,2,INSERT,251,105.53,54.05,61.82,61.41,67.14,71.23,105.53
1731296613492,3,INSERT,5,114.17,85.38,98.17,98.81,114.17,114.17,114.17
1731296613995,0,INSERT,1257,75.71,51.81,57.20,56.83,60.83,66.37,72.77
1731296613995,1,INSERT,503,85.50,53.86,61.19,60.67,65.79,72.89,81.09
1731296613995,2,INSERT,251,107.78,55.33,61.21,60.77,65.60,72.83,107.78
1731296613995,3,INSERT,5,118.72,92.35,100.64,96.13,118.72,118.72,118.72
1731296614498,0,INSERT,1169,849.41,51.20,60.73,57.57,67.45,83.58,815.62
1731296614498,1,INSERT,503,87.04,52.96,60.60,60.13,65.38,71.94,76.09
1731296614498,2,INSERT,251,105.15,55.01,61.52,60.48,66.11,75.58,105.15
1731296614498,3,INSERT,5,120.25,84.48,93.42,86.85,120.25,120.25,120.25
1731296615001,0,INSERT,1257,73.28,51.23,56.90,56.51,60.41,64.89,72.38
1731296615001,1,INSERT,503,77.69,51.87,60.05,59.45,64.61,72.83,77.06
1731296615001,2,INSERT,251,72.19,55.07,61.02,60.77,66.05,69.38,72.19
1731296615001,3,INSERT,5,111.04,101.89,106.76,107.90,111.04,111.04,111.04
1731296615504,0,INSERT,1256,84.80,52.13,57.26,56.93,60.99,65.92,68.86
1731296615504,1,INSERT,503,84.42,52.90,59.95,59.36,64.16,74.43,82.94
1731296615504,2,INSERT,251,106.30,55.20,62.58,61.82,67.84,73.92,106.30
1731296615504,3,INSERT,5,130.56,95.42,109.34,98.81,130.56,130.56,130.56
1731296616007,0,INSERT,1169,839.68,50.69,59.93,57.34,68.09,82.24,92.35
1731296616007,1,INSERT,503,188.80,53.06,59.52,58.94,63.26,68.61,70.72
1731296616007,2,INSERT,251,82.94,54.75,61.13,60.77,65.53,71.42,82.94
1731296616007,3,INSERT,5,122.37,94.40,107.81,108.29,122.37,122.37,122.37
1731296616510,0,INSERT,1182,1333.25,51.42,60.28,57.57,66.30,82.62,107.07
1731296616510,1,INSERT,503,593.41,52.10,61.21,59.55,64.70,79.49,118.08
1731296616510,2,INSERT,251,1375.23,54.37,66.48,60.99,66.05,69.69,1375.23
1731296616510,3,INSERT,5,98.30,85.31,91.62,90.81,98.30,98.30,98.30
1731296617013,0,INSERT,1247,97.92,51.20,57.52,56.77,61.38,76.93,86.85
1731296617013,1,INSERT,503,113.28,53.15,60.84,59.94,66.88,74.05,77.12
1731296617013,2,INSERT,252,120.00,55.20,61.99,61.41,65.44,75.39,120.00
1731296617013,3,INSERT,5,93.57,85.89,90.34,90.24,93.57,93.57,93.57
1731296617516,0,INSERT,1196,186.24,50.75,60.59,57.92,68.35,95.55,174.46
1731296617516,1,INSERT,503,97.22,52.51,59.33,58.66,64.13,72.77,82.43
1731296617516,2,INSERT,251,106.81,54.02,62.92,61.05,69.44,93.76,106.81
1731296617516,3,INSERT,5,127.87,88.77,100.51,97.73,127.87,127.87,127.87
1731296618019,0,INSERT,1231,93.82,51.62,57.95,56.64,63.04,83.52,93.76
1731296618019,1,INSERT,503,102.59,53.06,59.84,59.20,64.32,70.59,94.08
1731296618019,2,INSERT,251,91.01,54.69,63.77,62.62,71.61,77.76,91.01
1731296618019,3,INSERT,5,103.42,91.14,97.47,99.39,103.42,103.42,103.42
1731296618522,0,INSERT,1256,102.97,51.30,56.74,56.38,60.19,65.60,95.42
1731296618522,1,INSERT,503,111.87,53.38,60.03,59.42,63.81,70.02,90.62
1731296618522,2,INSERT,251,153.09,55.42,67.46,66.75,74.94,94.78,153.09
1731296618522,3,INSERT,5,122.81,83.46,96.90,94.02,122.81,122.81,122.81
1731296619025,0,INSERT,1189,793.09,51.39,60.25,57.82,67.07,84.99,186.37
1731296619025,1,INSERT,503,76.42,52.70,60.14,59.71,65.25,72.83,76.09
1731296619025,2,INSERT,251,182.66,53.12,63.83,62.78,71.36,77.18,182.66
1731296619025,3,INSERT,5,118.14,85.31,101.57,101.25,118.14,118.14,118.14
1731296619528,0,INSERT,1156,815.62,50.94,62.86,58.40,74.69,101.57,803.33
1731296619528,1,INSERT,503,114.50,52.38,61.25,59.71,69.31,77.25,91.39
1731296619528,2,INSERT,252,99.84,52.96,62.02,60.45,70.40,81.47,99.84
1731296619528,3,INSERT,5,122.88,93.63,106.87,104.70,122.88,122.88,122.88
1731296620031,0,INSERT,1246,111.04,52.29,60.43,59.23,66.37,78.78,105.15
1731296620031,1,INSERT,503,81.47,53.70,63.09,61.89,70.53,77.50,80.45
1731296620031,2,INSERT,251,69.06,54.08,60.03,59.71,64.70,68.29,69.06
1731296620031,3,INSERT,5,119.42,100.29,105.27,102.27,119.42,119.42,119.42
1731296620534,0,INSERT,1161,178.94,52.22,61.30,58.85,70.91,86.02,102.53
1731296620534,1,INSERT,503,86.21,51.55,59.31,58.94,63.71,68.67,73.47
1731296620534,2,INSERT,251,106.43,56.38,63.54,62.37,68.73,81.53,106.43
1731296620534,3,INSERT,5,113.66,85.12,94.39,91.45,113.66,113.66,113.66
1731296621037,0,INSERT,1170,833.02,51.26,60.84,56.90,67.39,84.99,825.86
1731296621037,1,INSERT,503,68.93,52.06,57.22,56.90,61.02,65.98,67.90
1731296621037,2,INSERT,251,103.68,55.42,61.42,60.64,65.73,72.83,103.68
1731296621037,3,INSERT,5,110.85,93.25,98.64,96.70,110.85,110.85,110.85
1731296621540,0,INSERT,1257,183.68,51.49,57.94,57.18,61.95,68.99,133.63
1731296621540,1,INSERT,503,103.10,52.74,58.70,58.11,62.08,70.02,87.68
1731296621540,2,INSERT,252,118.66,54.30,62.77,62.21,66.69,74.17,118.66
1731296621540,3,INSERT,5,123.33,97.98,108.92,102.14,123.33,123.33,123.33
1731296622043,0,INSERT,1258,79.42,51.78,57.09,56.61,60.90,65.98,74.62
1731296622043,1,INSERT,503,88.70,52.70,61.32,60.83,66.62,74.11,78.72
1731296622043,2,INSERT,252,69.44,54.98,60.65,60.26,64.35,68.86,69.44
1731296622043,3,INSERT,5,128.00,92.86,109.68,105.02,128.00,128.00,128.00
1731296622546,0,INSERT,1168,780.80,51.26,59.72,57.22,67.14,84.61,98.81
1731296622546,1,INSERT,503,128.57,53.31,61.91,61.63,67.84,73.60,104.77
1731296622546,2,INSERT,251,185.73,54.59,62.29,61.34,66.17,72.51,185.73
1731296622546,3,INSERT,5,119.17,91.84,101.25,98.24,119.17,119.17,119.17
1731296623050,0,INSERT,1257,111.61,52.96,58.79,58.24,62.78,70.08,99.07
1731296623050,1,INSERT,503,77.31,53.09,62.61,62.85,68.93,73.47,76.80
1731296623050,2,INSERT,252,72.32,55.71,62.38,62.02,66.05,70.21,72.32
1731296623050,3,INSERT,6,126.53,92.67,106.37,105.47,108.03,126.53,126.53
1731296623553,0,INSERT,1256,104.70,51.87,59.13,58.56,63.39,70.27,97.66
1731296623553,1,INSERT,502,97.98,54.02,62.37,62.30,67.78,74.24,96.96
1731296623553,2,INSERT,251,123.52,55.04,62.63,61.82,67.58,76.09,123.52
1731296623553,3,INSERT,5,114.62,90.30,98.13,94.85,114.62,114.62,114.62
1731296624057,0,INSERT,1195,109.69,51.23,59.79,57.76,68.67,85.76,105.66
1731296624057,1,INSERT,503,107.01,53.54,62.72,62.34,68.61,75.14,105.53
1731296624057,2,INSERT,252,209.79,54.69,64.26,62.88,69.38,83.97,209.79
1731296624057,3,INSERT,5,118.08,92.03,102.12,99.26,118.08,118.08,118.08
1731296624560,0,INSERT,1163,816.64,51.65,61.41,57.70,69.95,88.89,803.84
